Preliminary Day-ahead Scheduling Reserve Summary
Month:,"March, 2009" ,Report Creation Timestamp (EPT):, 08/03/2012 10:28:28 AM
EPT Hour Ending,GMT Hour Ending,DASRMCP ($/MWh),Total PJM RT Load (MWh),Total PJM Cleared DASR MWh,Total PJM DASR Credits ($),Total PJM Adjusted DASR Obligation (MWh)
03/12/2009 20,03/13/2009 00,.070,85761.199000,4442.200,310.96,4442.200
03/12/2009 21,03/13/2009 01,.070,87464.599000,4441.000,310.88,4441.000
03/12/2009 22,03/13/2009 02,.050,85008.141000,4437.800,221.99,4437.800
03/12/2009 23,03/13/2009 03,.050,80044.295000,4423.200,221.28,4423.200
03/12/2009 24,03/13/2009 04,.050,74504.973000,4397.800,220.04,4397.800
03/13/2009 01,03/13/2009 05,.000,70156.526000,5110.900,.00,5110.900
03/13/2009 02,03/13/2009 06,.000,68081.713000,5115.000,.00,5115.000
03/13/2009 03,03/13/2009 07,.000,67046.479000,5116.600,.00,5116.600
03/13/2009 04,03/13/2009 08,.000,67087.474000,5118.400,.00,5118.400
03/13/2009 05,03/13/2009 09,.000,68682.649000,5117.300,.00,5117.300
03/13/2009 06,03/13/2009 10,.000,73204.860000,5076.000,.00,5076.000
03/13/2009 07,03/13/2009 11,.050,81671.792000,5095.200,254.90,5095.200
03/13/2009 08,03/13/2009 12,.050,87636.810000,5098.100,255.08,5098.100
03/13/2009 09,03/13/2009 13,.050,88282.238000,5133.700,256.79,5133.700
03/13/2009 10,03/13/2009 14,.050,87628.917000,5137.200,256.98,5137.200
03/13/2009 11,03/13/2009 15,.050,86818.107000,5150.200,257.66,5150.200
03/13/2009 12,03/13/2009 16,.050,85600.981000,5154.000,257.85,5154.000
03/13/2009 13,03/13/2009 17,.050,84014.743000,5158.500,258.08,5158.500
03/13/2009 14,03/13/2009 18,.050,82739.963000,5167.900,258.53,5167.900
03/13/2009 15,03/13/2009 19,.010,81078.883000,5095.000,50.97,5095.000
03/13/2009 16,03/13/2009 20,.000,79774.455000,5139.400,.00,5139.400
03/13/2009 17,03/13/2009 21,.000,79172.249000,5167.000,.00,5167.000
03/13/2009 18,03/13/2009 22,.000,79402.228000,5164.000,.00,5164.000
03/13/2009 19,03/13/2009 23,.050,79905.492000,5162.900,258.33,5162.900
03/13/2009 20,03/14/2009 00,.050,82187.509000,5126.300,256.50,5126.300
03/13/2009 21,03/14/2009 01,.050,83497.184000,5163.700,258.34,5163.700
03/13/2009 22,03/14/2009 02,.050,81754.462000,5176.500,259.02,5176.500
03/13/2009 23,03/14/2009 03,.000,77919.140000,5162.300,.00,5162.300
03/13/2009 24,03/14/2009 04,.000,73323.748000,5144.000,.00,5144.000
03/14/2009 01,03/14/2009 05,.000,69434.216000,4587.000,.00,4587.000
03/14/2009 02,03/14/2009 06,.000,67035.306000,4607.100,.00,4607.100
03/14/2009 03,03/14/2009 07,.000,65781.620000,4606.800,.00,4606.800
03/14/2009 04,03/14/2009 08,.000,65483.323000,4607.700,.00,4607.700
